Niv5_Niv4_Niv3_Niv2_Niv1_NAF Rev 2 - Version finale_NAF Rev 2 - 65 caractères_NAF Rev 2 - 40 Caractères
01.11Z_01.11_01.1_01_A_Culture de céréales (à l'exception du riz), de légumineuses et de graines oléagineuses_Culture de céréales (sf riz) légumineuses, graines oléagineuses_Cult céréale, légumineuse, graine oléag.
01.12Z_01.12_01.1_01_A_Culture du riz_Culture du riz_Culture du riz
01.13Z_01.13_01.1_01_A_Culture de légumes, de melons, de racines et de tubercules_Culture de légumes, de melons, de racines et de tubercules_Cult. légume, melon, racine & tubercule
01.14Z_01.14_01.1_01_A_Culture de la canne à sucre_Culture de la canne à sucre_Culture de la canne à sucre
01.15Z_01.15_01.1_01_A_Culture du tabac_Culture du tabac_Culture du tabac
01.16Z_01.16_01.1_01_A_Culture de plantes à fibres_Culture de plantes à fibres_Culture de plantes à fibres
01.19Z_01.19_01.1_01_A_Autres cultures non permanentes_Autres cultures non permanentes_Autres cultures non permanentes
01.21Z_01.21_01.2_01_A_Culture de la vigne_Culture de la vigne_Culture de la vigne
01.22Z_01.22_01.2_01_A_Culture de fruits tropicaux et subtropicaux_Culture de fruits tropicaux et subtropicaux_Culture fruits tropicaux et subtropicaux
01.23Z_01.23_01.2_01_A_Culture d'agrumes_Culture d'agrumes_Culture d'agrumes
01.24Z_01.24_01.2_01_A_Culture de fruits à pépins et à noyau_Culture de fruits à pépins et à noyau_Culture de fruits à pépins et à noyau
01.25Z_01.25_01.2_01_A_Culture d'autres fruits d'arbres ou d'arbustes et de fruits à coque_Culture d'aut. fruits d'arbres ou d'arbustes et de fruits a coque_Cult. d'aut. fruits & de fruits à coque
01.26Z_01.26_01.2_01_A_Culture de fruits oléagineux_Culture de fruits oléagineux_Culture de fruits oléagineux
01.27Z_01.27_01.2_01_A_Culture de plantes à boissons_Culture de plantes à boissons_Culture de plantes à boissons
01.28Z_01.28_01.2_01_A_Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques_Culture plantes à épices aromatiques médicinales pharmaceutiques_Cult. plante aromatiq. médicin. pharma.
01.29Z_01.29_01.2_01_A_Autres cultures permanentes_Autres cultures permanentes_Autres cultures permanentes
01.30Z_01.30_01.3_01_A_Reproduction de plantes_Reproduction de plantes_Reproduction de plantes
01.41Z_01.41_01.4_01_A_Élevage de vaches laitières_Élevage de vaches laitières_Élevage de vaches laitières
01.42Z_01.42_01.4_01_A_Élevage d'autres bovins et de buffles_Élevage d'autres bovins et de buffles_Élevage d'autres bovins et de buffles
